#oID	individual	descriptor	value
18467	26	FLOWER	2.3136
21363	26	FLOWER	3.0478
27440	26	FLOWER	2.4983
31219	26	FLOWER	11.06
31276	26	FLOWER	6.1668
31283	26	FLOWER	2.4421
60998	26	FLOWER	6.5828
61523	26	FLOWER	9.4654
62089	26	FLOWER	3.6626
62351	26	FLOWER	2.2552
62465	26	FLOWER	3.4223
251531	26	FLOWER	11.166
440917	26	FLOWER	3.9424
637758	26	FLOWER	11.368
853433	26	FLOWER	3.6418
1549025	26	FLOWER	7.2662
2733294	26	FLOWER	5.0114
5281167	26	FLOWER	2.8003
5281168	26	FLOWER	2.0541
5318599	26	FLOWER	2.5749
5352837	26	FLOWER	6.1107
5364231	26	FLOWER	8.7353
5371102	26	FLOWER	6.2265
10857465	26	FLOWER	18.288
180	26	CHEMICAL	12.814
262	26	CHEMICAL	21.283
264	26	CHEMICAL	16.578
323	26	CHEMICAL	16.172
702	26	CHEMICAL	9.3751
750	26	CHEMICAL	10.469
753	26	CHEMICAL	14.117
962	26	CHEMICAL	9.5993
1031	26	CHEMICAL	14.578
3102	26	CHEMICAL	30.311
3314	26	CHEMICAL	13.45
5862	26	CHEMICAL	12.883
5962	26	CHEMICAL	9.1591
6274	26	CHEMICAL	9.6149
6322	26	CHEMICAL	15.262
6506	26	CHEMICAL	10.962
6544	26	CHEMICAL	23.586
6561	26	CHEMICAL	17.798
6669	26	CHEMICAL	14.717
7092	26	CHEMICAL	14.04
7137	26	CHEMICAL	9.1828
7302	26	CHEMICAL	10.838
7476	26	CHEMICAL	19.181
7559	26	CHEMICAL	19.22
7657	26	CHEMICAL	19.996
7770	26	CHEMICAL	17.851
7793	26	CHEMICAL	24.576
7797	26	CHEMICAL	15.499
8025	26	CHEMICAL	11.064
8049	26	CHEMICAL	15.16
8094	26	CHEMICAL	17.728
8419	26	CHEMICAL	14.04
8438	26	CHEMICAL	16.429
8468	26	CHEMICAL	10.305
8815	26	CHEMICAL	20.399
8878	26	CHEMICAL	10.936
9012	26	CHEMICAL	9.7044
10886	26	CHEMICAL	12.056
11567	26	CHEMICAL	21.562
12020	26	CHEMICAL	17.021
12265	26	CHEMICAL	27.571
12377	26	CHEMICAL	11.792
15654	26	CHEMICAL	12.109
16537	26	CHEMICAL	22.61
17898	26	CHEMICAL	11.985
18467	26	CHEMICAL	11.439
21363	26	CHEMICAL	20.064
27440	26	CHEMICAL	13.389
31219	26	CHEMICAL	14.986
31276	26	CHEMICAL	18.314
31283	26	CHEMICAL	18.669
60998	26	CHEMICAL	13.224
61523	26	CHEMICAL	20.536
62089	26	CHEMICAL	14.421
62351	26	CHEMICAL	15.606
62465	26	CHEMICAL	14.541
251531	26	CHEMICAL	16.162
440917	26	CHEMICAL	22.443
637758	26	CHEMICAL	9.8663
853433	26	CHEMICAL	11.68
1549025	26	CHEMICAL	9.4311
2733294	26	CHEMICAL	10.344
5281167	26	CHEMICAL	12.982
5281168	26	CHEMICAL	11.167
5318599	26	CHEMICAL	11.928
5352837	26	CHEMICAL	16.086
5364231	26	CHEMICAL	9.3945
5371102	26	CHEMICAL	10.823
10857465	26	CHEMICAL	23.764
180	27	INTENSITY/STRENGTH	32.071
262	27	INTENSITY/STRENGTH	35.815
264	27	INTENSITY/STRENGTH	54.151
323	27	INTENSITY/STRENGTH	66.606
702	27	INTENSITY/STRENGTH	20.497
750	27	INTENSITY/STRENGTH	18.717
753	27	INTENSITY/STRENGTH	37.849
962	27	INTENSITY/STRENGTH	22.202
1031	27	INTENSITY/STRENGTH	36.631
3102	27	INTENSITY/STRENGTH	46.62
3314	27	INTENSITY/STRENGTH	55.418
5862	27	INTENSITY/STRENGTH	29.594
5962	27	INTENSITY/STRENGTH	28.933
6274	27	INTENSITY/STRENGTH	27.469
6322	27	INTENSITY/STRENGTH	18.588
6506	27	INTENSITY/STRENGTH	33.939
6544	27	INTENSITY/STRENGTH	68.426
6561	27	INTENSITY/STRENGTH	38.661
6669	27	INTENSITY/STRENGTH	20.713
7092	27	INTENSITY/STRENGTH	64.506
7137	27	INTENSITY/STRENGTH	58.413
7302	27	INTENSITY/STRENGTH	46.323
7476	27	INTENSITY/STRENGTH	63.118
7559	27	INTENSITY/STRENGTH	66.176
7657	27	INTENSITY/STRENGTH	31.47
7770	27	INTENSITY/STRENGTH	63.534
7793	27	INTENSITY/STRENGTH	67.404
7797	27	INTENSITY/STRENGTH	59.651
8025	27	INTENSITY/STRENGTH	35.962
8049	27	INTENSITY/STRENGTH	25.209
8094	27	INTENSITY/STRENGTH	63.6
8419	27	INTENSITY/STRENGTH	59.283
8438	27	INTENSITY/STRENGTH	61.834
8468	27	INTENSITY/STRENGTH	39.172
8815	27	INTENSITY/STRENGTH	57.419
8878	27	INTENSITY/STRENGTH	57.052
9012	27	INTENSITY/STRENGTH	45.329
10886	27	INTENSITY/STRENGTH	42.113
11567	27	INTENSITY/STRENGTH	68.614
12020	27	INTENSITY/STRENGTH	55.372
12265	27	INTENSITY/STRENGTH	46.846
12377	27	INTENSITY/STRENGTH	62.804
15654	27	INTENSITY/STRENGTH	68.619
16537	27	INTENSITY/STRENGTH	59.716
17898	27	INTENSITY/STRENGTH	57.361
18467	27	INTENSITY/STRENGTH	54.042
21363	27	INTENSITY/STRENGTH	61.501
27440	27	INTENSITY/STRENGTH	68.169
31219	27	INTENSITY/STRENGTH	58.074
31276	27	INTENSITY/STRENGTH	60.326
31283	27	INTENSITY/STRENGTH	23.428
60998	27	INTENSITY/STRENGTH	48.555
61523	27	INTENSITY/STRENGTH	59.59
62089	27	INTENSITY/STRENGTH	60.686
62351	27	INTENSITY/STRENGTH	66.066
62465	27	INTENSITY/STRENGTH	55.114
251531	27	INTENSITY/STRENGTH	44.02
440917	27	INTENSITY/STRENGTH	61.25
637758	27	INTENSITY/STRENGTH	50.16
853433	27	INTENSITY/STRENGTH	55.918
1549025	27	INTENSITY/STRENGTH	52.559
2733294	27	INTENSITY/STRENGTH	63.565
5281167	27	INTENSITY/STRENGTH	57.122
5281168	27	INTENSITY/STRENGTH	60.173
5318599	27	INTENSITY/STRENGTH	60.401
5352837	27	INTENSITY/STRENGTH	62.293
5364231	27	INTENSITY/STRENGTH	55.077
5371102	27	INTENSITY/STRENGTH	42.264
10857465	27	INTENSITY/STRENGTH	28.632
180	27	VALENCE/PLEASANTNESS	41.402
262	27	VALENCE/PLEASANTNESS	46.648
264	27	VALENCE/PLEASANTNESS	34.497
323	27	VALENCE/PLEASANTNESS	57.311
702	27	VALENCE/PLEASANTNESS	44.347
750	27	VALENCE/PLEASANTNESS	42.041
753	27	VALENCE/PLEASANTNESS	40.488
962	27	VALENCE/PLEASANTNESS	60.298
1031	27	VALENCE/PLEASANTNESS	36.419
3102	27	VALENCE/PLEASANTNESS	51.92
3314	27	VALENCE/PLEASANTNESS	44.267
5862	27	VALENCE/PLEASANTNESS	29.129
5962	27	VALENCE/PLEASANTNESS	41.705
6274	27	VALENCE/PLEASANTNESS	37.974
6322	27	VALENCE/PLEASANTNESS	58.529
6506	27	VALENCE/PLEASANTNESS	35.065
6544	27	VALENCE/PLEASANTNESS	54.123
6561	27	VALENCE/PLEASANTNESS	35.578
6669	27	VALENCE/PLEASANTNESS	37.358
7092	27	VALENCE/PLEASANTNESS	57.781
7137	27	VALENCE/PLEASANTNESS	60.126
7302	27	VALENCE/PLEASANTNESS	43.711
7476	27	VALENCE/PLEASANTNESS	57.498
7559	27	VALENCE/PLEASANTNESS	45.202
7657	27	VALENCE/PLEASANTNESS	40.832
7770	27	VALENCE/PLEASANTNESS	50.4
7793	27	VALENCE/PLEASANTNESS	50.924
7797	27	VALENCE/PLEASANTNESS	55.514
8025	27	VALENCE/PLEASANTNESS	42.454
8049	27	VALENCE/PLEASANTNESS	39.341
8094	27	VALENCE/PLEASANTNESS	38.209
8419	27	VALENCE/PLEASANTNESS	56.66
8438	27	VALENCE/PLEASANTNESS	55.712
8468	27	VALENCE/PLEASANTNESS	46.335
8815	27	VALENCE/PLEASANTNESS	50.766
8878	27	VALENCE/PLEASANTNESS	50.52
9012	27	VALENCE/PLEASANTNESS	27.52
10886	27	VALENCE/PLEASANTNESS	53.161
11567	27	VALENCE/PLEASANTNESS	46.556
12020	27	VALENCE/PLEASANTNESS	36.934
12265	27	VALENCE/PLEASANTNESS	31.917
12377	27	VALENCE/PLEASANTNESS	29.902
15654	27	VALENCE/PLEASANTNESS	25.081
16537	27	VALENCE/PLEASANTNESS	63.159
17898	27	VALENCE/PLEASANTNESS	39.974
18467	27	VALENCE/PLEASANTNESS	41.339
21363	27	VALENCE/PLEASANTNESS	38.217
27440	27	VALENCE/PLEASANTNESS	27.282
31219	27	VALENCE/PLEASANTNESS	52.452
31276	27	VALENCE/PLEASANTNESS	46.855
31283	27	VALENCE/PLEASANTNESS	27.32
60998	27	VALENCE/PLEASANTNESS	42.36
61523	27	VALENCE/PLEASANTNESS	46.538
62089	27	VALENCE/PLEASANTNESS	37.61
62351	27	VALENCE/PLEASANTNESS	23.269
62465	27	VALENCE/PLEASANTNESS	43.446
251531	27	VALENCE/PLEASANTNESS	41.435
440917	27	VALENCE/PLEASANTNESS	49.504
637758	27	VALENCE/PLEASANTNESS	56.011
853433	27	VALENCE/PLEASANTNESS	47.869
1549025	27	VALENCE/PLEASANTNESS	49.431
2733294	27	VALENCE/PLEASANTNESS	47.901
5281167	27	VALENCE/PLEASANTNESS	37.759
5281168	27	VALENCE/PLEASANTNESS	33.672
5318599	27	VALENCE/PLEASANTNESS	38.295
5352837	27	VALENCE/PLEASANTNESS	44.127
5364231	27	VALENCE/PLEASANTNESS	52.896
5371102	27	VALENCE/PLEASANTNESS	43.224
10857465	27	VALENCE/PLEASANTNESS	60.528
180	27	BAKERY	3.6606
262	27	BAKERY	2.7414
264	27	BAKERY	2.8721
323	27	BAKERY	14.252
702	27	BAKERY	4.7783
750	27	BAKERY	4.1198
753	27	BAKERY	3.6135
962	27	BAKERY	2.0346
1031	27	BAKERY	2.6735
3102	27	BAKERY	1.7921
3314	27	BAKERY	9.3657
5862	27	BAKERY	2.8072
5962	27	BAKERY	2.0314
6274	27	BAKERY	2.8636
6322	27	BAKERY	2.0547
6506	27	BAKERY	2.4054
6544	27	BAKERY	2.8637
6561	27	BAKERY	2.3932
6669	27	BAKERY	11.93
7092	27	BAKERY	13.271
7137	27	BAKERY	13.098
7302	27	BAKERY	6.7267
7476	27	BAKERY	3.1716
7559	27	BAKERY	2.5123
7657	27	BAKERY	1.3283
7770	27	BAKERY	2.265
7793	27	BAKERY	2.3364
7797	27	BAKERY	2.3688
8025	27	BAKERY	3.1526
8049	27	BAKERY	1.8057
8094	27	BAKERY	2.5363
8419	27	BAKERY	12.505
8438	27	BAKERY	9.8076
8468	27	BAKERY	15.208
8815	27	BAKERY	2.5918
8878	27	BAKERY	2.7926
9012	27	BAKERY	0.18252
10886	27	BAKERY	2.5368
11567	27	BAKERY	3.0644
12020	27	BAKERY	3.1657
12265	27	BAKERY	1.8324
12377	27	BAKERY	2.0354
15654	27	BAKERY	4.0237
16537	27	BAKERY	2.2982
17898	27	BAKERY	6.7025
18467	27	BAKERY	5.421
21363	27	BAKERY	2.944
27440	27	BAKERY	3.1058
31219	27	BAKERY	2.3314
31276	27	BAKERY	2.2485
31283	27	BAKERY	2.0889
60998	27	BAKERY	2.0891
61523	27	BAKERY	2.4231
62089	27	BAKERY	3.7143
62351	27	BAKERY	3.346
62465	27	BAKERY	9.3648
251531	27	BAKERY	2.2741
440917	27	BAKERY	2.1977
637758	27	BAKERY	4.069
853433	27	BAKERY	10.166
1549025	27	BAKERY	4.2294
2733294	27	BAKERY	3.5035
5281167	27	BAKERY	2.6507
5281168	27	BAKERY	3.122
5318599	27	BAKERY	3.2612
5352837	27	BAKERY	2.3962
5364231	27	BAKERY	4.3163
5371102	27	BAKERY	2.3858
10857465	27	BAKERY	1.5734
180	27	SWEET	7.9545
262	27	SWEET	9.2625
264	27	SWEET	8.7036
323	27	SWEET	25.927
702	27	SWEET	6.5575
750	27	SWEET	7.3234
753	27	SWEET	8.9624
962	27	SWEET	17.196
1031	27	SWEET	5.3847
3102	27	SWEET	14.213
3314	27	SWEET	11.34
5862	27	SWEET	4.2907
5962	27	SWEET	8.6997
6274	27	SWEET	5.2223
6322	27	SWEET	13.394
6506	27	SWEET	6.1825
6544	27	SWEET	18.748
6561	27	SWEET	5.719
6669	27	SWEET	5.3573
7092	27	SWEET	25.59
7137	27	SWEET	30.84
7302	27	SWEET	12.031
7476	27	SWEET	28.839
7559	27	SWEET	18.439
7657	27	SWEET	6.6698
7770	27	SWEET	28.3
7793	27	SWEET	16.509
7797	27	SWEET	33.871
8025	27	SWEET	10.76
8049	27	SWEET	9.9837
8094	27	SWEET	12.87
8419	27	SWEET	26.749
8438	27	SWEET	22.982
8468	27	SWEET	13.467
8815	27	SWEET	16.345
8878	27	SWEET	24.473
9012	27	SWEET	2.9611
10886	27	SWEET	25.377
11567	27	SWEET	16.184
12020	27	SWEET	7.1778
12265	27	SWEET	4.4718
12377	27	SWEET	5.4314
15654	27	SWEET	3.6571
16537	27	SWEET	30.649
17898	27	SWEET	10.041
18467	27	SWEET	10.872
21363	27	SWEET	10.134
27440	27	SWEET	4.7419
31219	27	SWEET	22.438
31276	27	SWEET	17.787
31283	27	SWEET	2.9742
60998	27	SWEET	12.996
61523	27	SWEET	14.423
62089	27	SWEET	10.386
62351	27	SWEET	3.1449
62465	27	SWEET	12.578
251531	27	SWEET	9.9004
440917	27	SWEET	12.589
637758	27	SWEET	24.485
853433	27	SWEET	14.806
1549025	27	SWEET	13.316
2733294	27	SWEET	20.772
5281167	27	SWEET	6.9895
5281168	27	SWEET	6.9931
5318599	27	SWEET	8.7259
5352837	27	SWEET	11.11
5364231	27	SWEET	20.731
5371102	27	SWEET	11.078
10857465	27	SWEET	16.848
180	27	FRUIT	2.1229
262	27	FRUIT	3.2326
264	27	FRUIT	2.7188
323	27	FRUIT	4.2927
702	27	FRUIT	0.30383
750	27	FRUIT	1.5961
753	27	FRUIT	2.0617
962	27	FRUIT	5.8394
1031	27	FRUIT	0.94106
3102	27	FRUIT	3.7523
3314	27	FRUIT	1.7842
5862	27	FRUIT	1.5385
5962	27	FRUIT	4.4752
6274	27	FRUIT	2.5432
6322	27	FRUIT	9.1462
6506	27	FRUIT	2.48
6544	27	FRUIT	7.1656
6561	27	FRUIT	2.1029
6669	27	FRUIT	-12.037
7092	27	FRUIT	3.9469
7137	27	FRUIT	5.2941
7302	27	FRUIT	2.675
7476	27	FRUIT	9.0952
7559	27	FRUIT	6.3516
7657	27	FRUIT	2.3029
7770	27	FRUIT	20.749
7793	27	FRUIT	11.751
7797	27	FRUIT	28.117
8025	27	FRUIT	2.913
8049	27	FRUIT	5.6876
8094	27	FRUIT	5.6027
8419	27	FRUIT	3.6702
8438	27	FRUIT	3.6498
8468	27	FRUIT	0.96259
8815	27	FRUIT	4.8232
8878	27	FRUIT	15.07
9012	27	FRUIT	1.3467
10886	27	FRUIT	15.576
11567	27	FRUIT	4.8206
12020	27	FRUIT	2.4216
12265	27	FRUIT	2.053
12377	27	FRUIT	3.0342
15654	27	FRUIT	1.5801
16537	27	FRUIT	20.477
17898	27	FRUIT	2.9067
18467	27	FRUIT	3.3147
21363	27	FRUIT	2.613
27440	27	FRUIT	2.2426
31219	27	FRUIT	9.3107
31276	27	FRUIT	14.191
31283	27	FRUIT	0.99662
60998	27	FRUIT	4.7941
61523	27	FRUIT	4.0473
62089	27	FRUIT	3.5961
62351	27	FRUIT	1.1472
62465	27	FRUIT	1.8738
251531	27	FRUIT	2.9288
440917	27	FRUIT	4.6563
637758	27	FRUIT	7.9594
853433	27	FRUIT	2.4208
1549025	27	FRUIT	8.2312
2733294	27	FRUIT	13.471
5281167	27	FRUIT	2.7213
5281168	27	FRUIT	2.691
5318599	27	FRUIT	2.8527
5352837	27	FRUIT	5.0133
5364231	27	FRUIT	13.728
5371102	27	FRUIT	3.4157
10857465	27	FRUIT	3.6561
180	27	FISH	0.8206
262	27	FISH	0.74912
264	27	FISH	0.98738
323	27	FISH	0.54613
702	27	FISH	1.9162
750	27	FISH	1.5353
753	27	FISH	1.2651
962	27	FISH	2.1542
1031	27	FISH	2.2735
3102	27	FISH	0.70073
3314	27	FISH	1.4477
5862	27	FISH	5.3549
5962	27	FISH	2.9236
6274	27	FISH	1.4139
6322	27	FISH	2.7332
6506	27	FISH	4.1907
6544	27	FISH	0.61646
6561	27	FISH	0.59812
6669	27	FISH	1.4752
7092	27	FISH	0.52631
7137	27	FISH	0.69328
7302	27	FISH	1.5353
7476	27	FISH	0.87934
7559	27	FISH	1.1699
7657	27	FISH	1.2389
7770	27	FISH	0.89435
7793	27	FISH	0.66983
7797	27	FISH	0.73612
8025	27	FISH	1.7442
8049	27	FISH	1.8247
8094	27	FISH	0.79765
8419	27	FISH	1.0118
8438	27	FISH	0.58817
8468	27	FISH	1.4291
8815	27	FISH	1.3869
8878	27	FISH	0.80537
9012	27	FISH	8.8095
10886	27	FISH	0.76233
11567	27	FISH	1.3127
12020	27	FISH	1.6414
12265	27	FISH	1.884
12377	27	FISH	9.6397
15654	27	FISH	4.8699
16537	27	FISH	0.5227
17898	27	FISH	0.83512
18467	27	FISH	0.70512
21363	27	FISH	1.2417
27440	27	FISH	4.8789
31219	27	FISH	0.97103
31276	27	FISH	0.6704
31283	27	FISH	1.7485
60998	27	FISH	0.77771
61523	27	FISH	1.3157
62089	27	FISH	1.2265
62351	27	FISH	9.125
62465	27	FISH	1.5096
251531	27	FISH	1.0776
440917	27	FISH	0.98695
637758	27	FISH	0.72814
853433	27	FISH	0.87843
1549025	27	FISH	0.61719
2733294	27	FISH	0.63748
5281167	27	FISH	2.5469
5281168	27	FISH	1.2045
5318599	27	FISH	1.402
5352837	27	FISH	1.7325
5364231	27	FISH	0.70755
5371102	27	FISH	1.0291
10857465	27	FISH	0.55116
180	27	GARLIC	3.5875
262	27	GARLIC	2.4178
264	27	GARLIC	2.9495
323	27	GARLIC	1.6269
702	27	GARLIC	6.0157
750	27	GARLIC	3.8932
753	27	GARLIC	3.2229
962	27	GARLIC	5.1388
1031	27	GARLIC	5.0934
3102	27	GARLIC	1.5781
3314	27	GARLIC	2.8402
5862	27	GARLIC	9.8835
5962	27	GARLIC	2.3955
6274	27	GARLIC	2.1699
6322	27	GARLIC	2.0184
6506	27	GARLIC	5.1829
6544	27	GARLIC	1.7256
6561	27	GARLIC	2.4212
6669	27	GARLIC	6.1029
7092	27	GARLIC	1.6121
7137	27	GARLIC	2.3355
7302	27	GARLIC	3.0451
7476	27	GARLIC	1.7147
7559	27	GARLIC	1.9944
7657	27	GARLIC	1.9703
7770	27	GARLIC	2.1223
7793	27	GARLIC	1.8184
7797	27	GARLIC	1.8392
8025	27	GARLIC	3.5821
8049	27	GARLIC	2.2222
8094	27	GARLIC	1.8914
8419	27	GARLIC	1.7543
8438	27	GARLIC	1.5939
8468	27	GARLIC	2.7643
8815	27	GARLIC	2.1209
8878	27	GARLIC	2.3023
9012	27	GARLIC	16.982
10886	27	GARLIC	2.2735
11567	27	GARLIC	2.0102
12020	27	GARLIC	3.2657
12265	27	GARLIC	2.563
12377	27	GARLIC	20.366
15654	27	GARLIC	8.984
16537	27	GARLIC	1.6531
17898	27	GARLIC	1.8039
18467	27	GARLIC	1.7929
21363	27	GARLIC	2.0532
27440	27	GARLIC	9.7606
31219	27	GARLIC	1.8557
31276	27	GARLIC	1.7242
31283	27	GARLIC	2.4226
60998	27	GARLIC	2.087
61523	27	GARLIC	1.8431
62089	27	GARLIC	2.1729
62351	27	GARLIC	17.914
62465	27	GARLIC	2.4473
251531	27	GARLIC	1.6668
440917	27	GARLIC	1.9949
637758	27	GARLIC	1.8095
853433	27	GARLIC	2.1213
1549025	27	GARLIC	1.8692
2733294	27	GARLIC	1.8173
5281167	27	GARLIC	3.9814
5281168	27	GARLIC	2.677
5318599	27	GARLIC	3.0497
5352837	27	GARLIC	2.5074
5364231	27	GARLIC	1.8883
5371102	27	GARLIC	2.0547
10857465	27	GARLIC	1.5846
180	27	SPICES	6.2414
262	27	SPICES	4.0304
264	27	SPICES	5.2368
323	27	SPICES	7.6722
702	27	SPICES	6.7648
750	27	SPICES	6.7921
753	27	SPICES	4.9157
962	27	SPICES	10.912
1031	27	SPICES	5.614
3102	27	SPICES	4.4303
3314	27	SPICES	16.325
5862	27	SPICES	7.4642
5962	27	SPICES	4.0777
6274	27	SPICES	4.2299
6322	27	SPICES	3.9373
6506	27	SPICES	4.319
6544	27	SPICES	6.8325
6561	27	SPICES	5.0963
6669	27	SPICES	3.973
7092	27	SPICES	8.1723
7137	27	SPICES	13.414
7302	27	SPICES	5.8111
7476	27	SPICES	8.5201
7559	27	SPICES	7.7899
7657	27	SPICES	5.6412
7770	27	SPICES	4.5465
7793	27	SPICES	7.5559
7797	27	SPICES	4.7615
8025	27	SPICES	5.086
8049	27	SPICES	3.908
8094	27	SPICES	4.6603
8419	27	SPICES	9.1611
8438	27	SPICES	7.2985
8468	27	SPICES	12.274
8815	27	SPICES	12.789
8878	27	SPICES	6.2324
9012	27	SPICES	10.132
10886	27	SPICES	5.1558
11567	27	SPICES	6.0043
12020	27	SPICES	6.9056
12265	27	SPICES	4.5387
12377	27	SPICES	11.55
15654	27	SPICES	10.064
16537	27	SPICES	7.4547
17898	27	SPICES	5.2721
18467	27	SPICES	5.8659
21363	27	SPICES	5.2474
27440	27	SPICES	9.7284
31219	27	SPICES	6.194
31276	27	SPICES	4.3911
31283	27	SPICES	3.8062
60998	27	SPICES	6.0846
61523	27	SPICES	6.9012
62089	27	SPICES	5.3219
62351	27	SPICES	6.329
62465	27	SPICES	10.762
251531	27	SPICES	3.8867
440917	27	SPICES	12.63
637758	27	SPICES	6.0834
853433	27	SPICES	13.254
1549025	27	SPICES	4.6724
2733294	27	SPICES	4.8604
5281167	27	SPICES	5.3437
5281168	27	SPICES	5.003
5318599	27	SPICES	5.7546
5352837	27	SPICES	4.7025
5364231	27	SPICES	4.2184
5371102	27	SPICES	5.3779
10857465	27	SPICES	7.7662
180	27	COLD	3.5985
262	27	COLD	6.2983
264	27	COLD	3.3835
323	27	COLD	5.9978
702	27	COLD	4.0062
750	27	COLD	3.0315
753	27	COLD	4.2904
962	27	COLD	6.5449
1031	27	COLD	4.2663
3102	27	COLD	6.585
3314	27	COLD	3.9112
5862	27	COLD	2.8264
5962	27	COLD	3.9772
6274	27	COLD	3.0867
6322	27	COLD	4.6004
6506	27	COLD	5.1177
6544	27	COLD	9.5456
6561	27	COLD	3.7391
6669	27	COLD	5.9403
7092	27	COLD	5.5047
7137	27	COLD	4.1348
7302	27	COLD	3.8227
7476	27	COLD	6.0448
7559	27	COLD	4.6011
7657	27	COLD	4.2301
7770	27	COLD	5.1772
7793	27	COLD	5.9102
7797	27	COLD	5.376
8025	27	COLD	3.6122
8049	27	COLD	5.7077
8094	27	COLD	3.4329
8419	27	COLD	3.9635
8438	27	COLD	5.7015
8468	27	COLD	3.1135
8815	27	COLD	5.7252
8878	27	COLD	5.0392
9012	27	COLD	2.6897
10886	27	COLD	5.1174
11567	27	COLD	7.3461
12020	27	COLD	4.7389
12265	27	COLD	4.068
12377	27	COLD	2.7691
15654	27	COLD	3.0152
16537	27	COLD	8.7429
17898	27	COLD	3.3928
18467	27	COLD	3.3813
21363	27	COLD	4.4027
27440	27	COLD	2.9191
31219	27	COLD	4.9835
31276	27	COLD	4.5037
31283	27	COLD	4.2871
60998	27	COLD	4.1837
61523	27	COLD	4.792
62089	27	COLD	2.853
62351	27	COLD	2.5261
62465	27	COLD	3.4537
251531	27	COLD	3.1955
440917	27	COLD	8.4692
637758	27	COLD	4.7517
853433	27	COLD	3.7836
1549025	27	COLD	3.1692
2733294	27	COLD	3.6256
5281167	27	COLD	4.2683
5281168	27	COLD	3.2076
5318599	27	COLD	4.1657
5352837	27	COLD	4.6171
5364231	27	COLD	4.0032
5371102	27	COLD	3.2534
10857465	27	COLD	10.024
180	27	SOUR	11.746
262	27	SOUR	6.4995
264	27	SOUR	14.57
323	27	SOUR	5.0886
702	27	SOUR	8.9087
750	27	SOUR	10.052
753	27	SOUR	10.496
962	27	SOUR	5.1273
1031	27	SOUR	11.92
3102	27	SOUR	4.944
3314	27	SOUR	6.5221
5862	27	SOUR	14.947
5962	27	SOUR	8.8267
6274	27	SOUR	7.9142
6322	27	SOUR	5.7191
6506	27	SOUR	21.279
6544	27	SOUR	6.3919
6561	27	SOUR	14.148
6669	27	SOUR	16.064
7092	27	SOUR	5.3824
7137	27	SOUR	6.9085
7302	27	SOUR	9.6164
7476	27	SOUR	5.9202
7559	27	SOUR	8.2639
7657	27	SOUR	6.4648
7770	27	SOUR	8.6626
7793	27	SOUR	6.8536
7797	27	SOUR	6.5815
8025	27	SOUR	13.596
8049	27	SOUR	10.983
8094	27	SOUR	11.891
8419	27	SOUR	6.4641
8438	27	SOUR	5.7731
8468	27	SOUR	7.7134
8815	27	SOUR	6.3027
8878	27	SOUR	8.2686
9012	27	SOUR	9.3805
10886	27	SOUR	6.161
11567	27	SOUR	8.004
12020	27	SOUR	10.169
12265	27	SOUR	7.77
12377	27	SOUR	13.432
15654	27	SOUR	11.91
16537	27	SOUR	5.601
17898	27	SOUR	6.9184
18467	27	SOUR	7.5754
21363	27	SOUR	9.9114
27440	27	SOUR	11.412
31219	27	SOUR	7.6148
31276	27	SOUR	10.62
31283	27	SOUR	13.327
60998	27	SOUR	8.1394
61523	27	SOUR	5.4769
62089	27	SOUR	12.244
62351	27	SOUR	18.61
62465	27	SOUR	6.1991
251531	27	SOUR	7.5092
440917	27	SOUR	6.3931
637758	27	SOUR	5.6489
853433	27	SOUR	6.0805
1549025	27	SOUR	10.074
2733294	27	SOUR	11.041
5281167	27	SOUR	11.97
5281168	27	SOUR	16.411
5318599	27	SOUR	10.184
5352837	27	SOUR	9.7
5364231	27	SOUR	9.3095
5371102	27	SOUR	9.8589
10857465	27	SOUR	4.9201
180	27	BURNT	3.115
262	27	BURNT	4.5662
264	27	BURNT	4.4576
323	27	BURNT	3.4568
702	27	BURNT	2.4845
750	27	BURNT	6.4056
753	27	BURNT	11.132
962	27	BURNT	3.19
1031	27	BURNT	2.6567
3102	27	BURNT	3.9845
3314	27	BURNT	7.4554
5862	27	BURNT	18.298
5962	27	BURNT	6.6414
6274	27	BURNT	8.6293
6322	27	BURNT	6.0401
6506	27	BURNT	3.0454
6544	27	BURNT	3.6028
6561	27	BURNT	4.2459
6669	27	BURNT	1.4499
7092	27	BURNT	3.4861
7137	27	BURNT	2.9523
7302	27	BURNT	5.5076
7476	27	BURNT	4.6718
7559	27	BURNT	3.4179
7657	27	BURNT	7.1591
7770	27	BURNT	2.0399
7793	27	BURNT	5.2572
7797	27	BURNT	3.0424
8025	27	BURNT	2.2176
8049	27	BURNT	5.6758
8094	27	BURNT	5.8297
8419	27	BURNT	7.0633
8438	27	BURNT	6.0179
8468	27	BURNT	7.5485
8815	27	BURNT	5.2047
8878	27	BURNT	4.2533
9012	27	BURNT	17.624
10886	27	BURNT	3.1295
11567	27	BURNT	4.1822
12020	27	BURNT	5.4332
12265	27	BURNT	6.1728
12377	27	BURNT	8.9752
15654	27	BURNT	16.2
16537	27	BURNT	2.6775
17898	27	BURNT	8.8137
18467	27	BURNT	7.4853
21363	27	BURNT	5.5932
27440	27	BURNT	11.798
31219	27	BURNT	3.077
31276	27	BURNT	2.63
31283	27	BURNT	7.3629
60998	27	BURNT	3.0713
61523	27	BURNT	8.3453
62089	27	BURNT	6.8964
62351	27	BURNT	23.057
62465	27	BURNT	8.1234
251531	27	BURNT	7.0621
440917	27	BURNT	4.2779
637758	27	BURNT	3.5094
